Entity	Type	Type_id
europe	LOC	385
europe	LOC	385
europe	LOC	385
europe	LOC	385
russians	NORP	381
russian	LANGUAGE	389
ukraine west	ORG	383
belarusian	NORP	381
cia	ORG	383
ukrainian	NORP	381
uk	GPE	384
russian	NORP	381
usa	ORG	383
ukraine	GPE	384
ukrainian	NORP	381
russia	GPE	384
george soros	PERSON	380
wada world	ORG	383
russia	GPE	384
baltic	NORP	381
polish	NORP	381
russian	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
ukrainians	NORP	381
ukraine	GPE	384
greek	NORP	381
georgia	GPE	384
referendum ini	PERSON	380
ukraine	GPE	384
western	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
ge	ORG	383
eu	ORG	383
luhansk national rep	PERSON	380
latvian	NORP	381
eu usa going	ORG	383
eu usa going	ORG	383
washington	GPE	384
brussels	GPE	384
russia	GPE	384
world war	EVENT	387
ukraine	GPE	384
adolf hitl	PERSON	380
jews	NORP	381
jews	NORP	381
ukrainian autocephalous church	ORG	383
eu army	ORG	383
russia	GPE	384
russia	GPE	384
eu	ORG	383
middle east	LOC	385
eu	ORG	383
eu tool usa	ORG	383
russia	GPE	384
eu	ORG	383
russia	GPE	384
nato	ORG	383
ukrainians	NORP	381
[ireland	GPE	384
eu	ORG	383
germans	NORP	381
maidan square kiev	FAC	9191306739292312949
czech republic	GPE	384
nato	ORG	383
russian	NORP	381
russia	GPE	384
russia	GPE	384
nato warsaw	ORG	383
nato	ORG	383
russia	GPE	384
russian	NORP	381
usa poroshenko   s	PRODUCT	386
yugoslavia	GPE	384
nato	ORG	383
nato	ORG	383
gorbachev	PERSON	380
eve nato	GPE	384
joe biden	PERSON	380
eve	PERSON	380
russia	GPE	384
russians	NORP	381
ukraine	GPE	384
propaganda favour	PERSON	380
eu	ORG	383
switzerland	GPE	384
eu	ORG	383
eu	ORG	383
codex alimetarius international	PERSON	380
muslims	NORP	381
czech republic	GPE	384
nato	ORG	383
ukrainian	NORP	381
germans	NORP	381
russian	LANGUAGE	389
mirosaw rozanski	PERSON	380
american	NORP	381
ukrainian	NORP	381
nato	ORG	383
ukraine	GPE	384
nato	ORG	383
ukraine	GPE	384
nato	ORG	383
russia	GPE	384
nato	ORG	383
russia nato	EVENT	387
bulgaria	GPE	384
ukrainian	NORP	381
sweden	GPE	384
eu	ORG	383
sweden	GPE	384
ahmed chataev	PERSON	380
nato	ORG	383
warsaw preparation war nato	EVENT	387
supreme allied	ORG	383
europe	LOC	385
nato	ORG	383
nato	ORG	383
un	ORG	383
eu	ORG	383
eu	ORG	383
va	GPE	384
ukraine	GPE	384
crimeans	NORP	381
russia	GPE	384
ukraine	GPE	384
ukrainians	NORP	381
ukraine	GPE	384
america	GPE	384
usa import food america	ORG	383
german	NORP	381
angela merkel	PERSON	380
turkey	GPE	384
euromaidans	NORP	381
ahmed chataev ista	PERSON	380
eu	ORG	383
ussr	GPE	384
eu	ORG	383
ussr	GPE	384
vladimir putin	PERSON	380
russia subj	PERSON	380
france germany	GPE	384
eu	ORG	383
czech	NORP	381
eu	ORG	383
eu	ORG	383
vladimir putin	PERSON	380
eu	ORG	383
tendencies eu confir	PERSON	380
britain	GPE	384
frankwalter st	PERSON	380
half	CARDINAL	397
austrian	NORP	381
european	NORP	381
european	NORP	381
russian	NORP	381
nato	ORG	383
congress	ORG	383
turkey	GPE	384
defense tina khidasheli	PERSON	380
un	ORG	383
schools moldova un	PERSON	380
state department	ORG	383
army	ORG	383
nato	ORG	383
nato	ORG	383
brexit	PERSON	380
european	NORP	381
france germany	GPE	384
obama usa	PERSON	380
russia	GPE	384
britain	GPE	384
europe	LOC	385
russia	GPE	384
june	DATE	391
anglosex june	DATE	391
maria butina	PERSON	380
maria butin	PERSON	380
maria butina	PERSON	380
maria butin	PERSON	380
finland	GPE	384
eu	ORG	383
finland	GPE	384
russia	GPE	384
russophobi	GPE	384
brussels	GPE	384
uk	GPE	384
turkey	GPE	384
eu	ORG	383
americans	NORP	381
nato	ORG	383
nato	ORG	383
brexit	PERSON	380
europeans	NORP	381
nato	ORG	383
georgia	GPE	384
poroshenko threatens	ORG	383
russia	GPE	384
un	ORG	383
nato	ORG	383
russia	GPE	384
lessons brexit	PERSON	380
[brexit	PERSON	380
eu brexit	PERSON	380
humankind africa	GPE	384
russian	NORP	381
ukrainian	NORP	381
russian	NORP	381
un	ORG	383
ukraine	GPE	384
russia	GPE	384
nato	ORG	383
ukrainian	NORP	381
petro poroshenko mult	PERSON	380
jo cox	PERSON	380
cia soros white	PERSON	380
nato	ORG	383
russia	GPE	384
georgia	GPE	384
georgia	GPE	384
georgia	GPE	384
china	GPE	384
russia	GPE	384
china	GPE	384
year	DATE	391
ukrainian army	ORG	383
nato	ORG	383
russia	GPE	384
british	NORP	381
mep jo cox	PERSON	380
british	NORP	381
mep jo cox	PERSON	380
ukraine	GPE	384
autono	ORG	383
austria	GPE	384
europe	LOC	385
europe	LOC	385
germany	GPE	384
il	GPE	384
walter hallstein	PERSON	380
european commi	PERSON	380
catholic	NORP	381
baltic	NORP	381
bal	ORG	383
europe	LOC	385
switzerland	GPE	384
mcdonalds	ORG	383
russian	NORP	381
russia	GPE	384
eu	ORG	383
donbass national guard ukraine	ORG	383
european	NORP	381
georgian	NORP	381
nadiya savchenko	PERSON	380
russian	NORP	381
nato	ORG	383
nato	ORG	383
americans	NORP	381
europeans	NORP	381
russian	NORP	381
ussr	GPE	384
usa	ORG	383
eu	ORG	383
russia	GPE	384
nato	ORG	383
russia	GPE	384
nato	ORG	383
german	NORP	381
cia g	PERSON	380
german	NORP	381
cia g	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
west waging	LOC	385
lithuanian	NORP	381
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
czech	NORP	381
un	ORG	383
nato conquering	ORG	383
eastern europe	LOC	385
boris nemtsov	PERSON	380
ukrainian	NORP	381
boris nemtsov	PERSON	380
ukrainian	NORP	381
boris nemtsov	PERSON	380
ukrainian	NORP	381
russia	GPE	384
marseille	GPE	384
western	NORP	381
dutch	NORP	381
nato	ORG	383
polish	NORP	381
nato	ORG	383
europeans	NORP	381
english	LANGUAGE	389
englandrussia euro football	PRODUCT	386
german	NORP	381
putin	PERSON	380
syria	GPE	384
hungary	GPE	384
transcarpathia hu	PERSON	380
nato	ORG	383
poland	GPE	384
russia	GPE	384
nato	ORG	383
nato	ORG	383
russia nato	ORG	383
dresden	GPE	384
german	NORP	381
cia g	PERSON	380
british	NORP	381
russia	GPE	384
nato	ORG	383
czech	NORP	381
vitaly churkin	PERSON	380
un s	PERSON	380
eu	ORG	383
ukraine	GPE	384
uk	GPE	384
turkish	NORP	381
nationalists	NORP	381
polish	NORP	381
cia state department	ORG	383
cia	ORG	383
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
putin	PERSON	380
bilderberg group	ORG	383
odessa nikolaev	PERSON	380
ukraine	GPE	384
russians	NORP	381
czech republic	GPE	384
czech	NORP	381
finland	GPE	384
russia	GPE	384
finland	GPE	384
united states	GPE	384
germany	GPE	384
russia	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
kiev	PERSON	380
lithuanian	NORP	381
french	NORP	381
senate	ORG	383
russia	GPE	384
european union	ORG	383
germany	GPE	384
europe germany	GPE	384
rand corporation	ORG	383
cia	ORG	383
russians	NORP	381
nato	ORG	383
russia	GPE	384
nato	ORG	383
poland	GPE	384
german	NORP	381
frankwalter stein	PERSON	380
[bundestag	PERSON	380
brussels	GPE	384
antirussian	NORP	381
uk	GPE	384
nato	ORG	383
eu	ORG	383
colo	GPE	384
nato	ORG	383
angela merkel	PERSON	380
european union	ORG	383
jan kelly	PERSON	380
georgia	GPE	384
united states	GPE	384
eastern euro	LAW	390
nato	ORG	383
russia nato	ORG	383
angela merkel	PERSON	380
russia	GPE	384
neighbours russophobe coun	PERSON	380
westerners	NORP	381
west	LOC	385
ukraine	GPE	384
antirussia	GPE	384
ukraine	GPE	384
nazi	NORP	381
ukraine	GPE	384
russia	GPE	384
ukrainian	NORP	381
recep tayyip erdogan	PERSON	380
europe	LOC	385
christians	NORP	381
ukrainians	NORP	381
russians	NORP	381
eu	ORG	383
eu	ORG	383
russia	GPE	384
nato	ORG	383
july	DATE	391
nato	ORG	383
nato	ORG	383
russia	GPE	384
americans	NORP	381
nazism	NORP	381
europe	LOC	385
russia	GPE	384
russia	GPE	384
european union army	ORG	383
european union	ORG	383
rasmussen jens	PERSON	380
german	NORP	381
parlia	GPE	384
united states	GPE	384
united states	GPE	384
polish	NORP	381
ukraine	GPE	384
american	NORP	381
georgia moldova ossetia	ORG	383
ukrainian	NORP	381
russian	NORP	381
ukraine	GPE	384
antirussian	NORP	381
west blame	GPE	384
russians	NORP	381
ukrainian	NORP	381
nadiya	PERSON	380
czech	NORP	381
belarusian	NORP	381
rasmussen jens	PERSON	380
eu	ORG	383
antirussian	NORP	381
eu financ	PERSON	380
ukrainian	NORP	381
nadiya	PERSON	380
ukraine	GPE	384
czech republic	GPE	384
illness sacvhenko	PERSON	380
saudi	NORP	381
adel alju	PERSON	380
nato	ORG	383
greece	GPE	384
airspace	NORP	381
lib	PERSON	380
russian	NORP	381
nato	ORG	383
nato conquering	ORG	383
eastern europe	LOC	385
ukraine	GPE	384
donbas	GPE	384
eastern ukraine	ORG	383
navy	ORG	383
bulgaria	GPE	384
nadiya savchenko	PERSON	380
germany	GPE	384
muslim	NORP	381
illness sacvhenko	PERSON	380
usa revolution uk	EVENT	387
nato	ORG	383
ussr west	GPE	384
russian	NORP	381
russians	NORP	381
nato	ORG	383
nato	ORG	383
austrian	NORP	381
ukraine	GPE	384
usgeorgian	NORP	381
new austrian	NORP	381
nato	ORG	383
st century	DATE	391
britain	GPE	384
eu	ORG	383
britain	GPE	384
eu	ORG	383
elizabeth	PERSON	380
america	GPE	384
european union	ORG	383
napoleon hitl	PERSON	380
erdogan	PERSON	380
ukrainian	NORP	381
ukrainians	NORP	381
nato	ORG	383
wan	ORG	383
kiev	PERSON	380
russia	GPE	384
nato	ORG	383
russia	GPE	384
ussr west	GPE	384
ukrainian	NORP	381
nato	ORG	383
pope francis	PERSON	380
muslims	NORP	381
european	NORP	381
eastern europe	LOC	385
ukrainian	NORP	381
tatars dem	PERSON	380
europe	LOC	385
russia	GPE	384
george soros destroying georgian	PERSON	380
russian	NORP	381
eu	ORG	383
eu	ORG	383
nazi	NORP	381
lithuanian	NORP	381
lithuanian	NORP	381
lithuanian	NORP	381
nato	ORG	383
russia	GPE	384
eu	ORG	383
eu	ORG	383
nazi	NORP	381
baltic	NORP	381
li	PERSON	380
lithuania	GPE	384
ukraine	GPE	384
nato	ORG	383
ukraine	GPE	384
nato	ORG	383
european	NORP	381
europe	LOC	385
aegis	PRODUCT	386
eastern europe	LOC	385
german	NORP	381
ukraine	GPE	384
ukraine	GPE	384
brussels	GPE	384
russia	GPE	384
washington	GPE	384
song eurovisi	PERSON	380
jamala musical	ORG	383
antimissile shield	PRODUCT	386
poland romania	GPE	384
topsecret military	ORG	383
topsecret mi	PERSON	380
france	GPE	384
savannah anselme	PERSON	380
russia	GPE	384
possib	GPE	384
turkish	NORP	381
[migrants eu	PERSON	380
sharia migrants	QUANTITY	395
usa revolution uk	EVENT	387
britain	GPE	384
ukraine	GPE	384
dae	PERSON	380
ukraine	PERSON	380
kherson regi	PERSON	380
ukraine	GPE	384
americans	NORP	381
ukrainian	NORP	381
turkey	GPE	384
antirussian	NORP	381
turkey	GPE	384
syria	GPE	384
khan	PERSON	380
london	GPE	384
maidan revolution	EVENT	387
maidan revolution	EVENT	387
mili	GPE	384
georgia	GPE	384
georgia	GPE	384
western	NORP	381
nato	ORG	383
accepts putin	PERSON	380
middle east	LOC	385
nato	ORG	383
europe	LOC	385
germany	GPE	384
european union	ORG	383
totalitarian	NORP	381
europe	LOC	385
europe	LOC	385
turkey	GPE	384
greece	GPE	384
europeans	NORP	381
ukraine	GPE	384
ukrainian	NORP	381
ukrainian	NORP	381
czech republic	GPE	384
ukraine	GPE	384
european	NORP	381
ukrainians	NORP	381
moldova	ORG	383
moldova governe	PERSON	380
ukrainian	NORP	381
france	GPE	384
russia	GPE	384
turkey poland	GPE	384
baltic	NORP	381
idiotic european	NORP	381
russia	GPE	384
finnish	NORP	381
odessa	PERSON	380
angela merkel	PERSON	380
shinzo abe	PERSON	380
eu	ORG	383
eu	ORG	383
finland	GPE	384
west sends	LOC	385
serbia western	PERSON	380
ukraine geoffrey pyatt	PERSON	380
zbigniew brzezinski	ORG	383
zbigniew brzezinski	ORG	383
nato	ORG	383
russia nato	ORG	383
nato	ORG	383
nato	ORG	383
thousand	CARDINAL	397
russian	NORP	381
nato	ORG	383
russia	GPE	384
poles	NORP	381
soviet	NORP	381
national assembly france	ORG	383
european union	ORG	383
cia	ORG	383
european	NORP	381
america europe	LOC	385
russia	GPE	384
baltic	NORP	381
russia	GPE	384
putin	PERSON	380
odessa city	GPE	384
russian	NORP	381
odessa city	GPE	384
russia	GPE	384
russia	GPE	384
nato	ORG	383
sec	ORG	383
russia	GPE	384
russia	GPE	384
bulgaria	GPE	384
eu	ORG	383
west waging	GPE	384
bbc	ORG	383
bbc	ORG	383
russia	GPE	384
poland	GPE	384
hungary czech	NORP	381
month	DATE	391
european	NORP	381
ukraine	GPE	384
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
european	NORP	381
john kerry	PERSON	380
zbigniew brzezinski	ORG	383
usa	ORG	383
cia	ORG	383
eastern	ORG	383
ukrainians	NORP	381
russians	NORP	381
month	DATE	391
european	NORP	381
bbc	ORG	383
bbc	ORG	383
bbc	ORG	383
chernobyl zone	GPE	384
chernobyl	GPE	384
european	NORP	381
yalta econo	ORG	383
european	NORP	381
washington	GPE	384
poland	GPE	384
ukraine	GPE	384
nadiya savchenko	PERSON	380
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
junta ukraine	PERSON	380
ukraine	GPE	384
second	ORDINAL	396
european union	ORG	383
european union	ORG	383
russian	NORP	381
ukraine	GPE	384
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
georgia	GPE	384
nato	ORG	383
ukraine	GPE	384
scandinavian	NORP	381
ukrainian	NORP	381
nato	ORG	383
nato	ORG	383
nato	ORG	383
osce	PERSON	380
ukrainian	NORP	381
donald cook	PERSON	380
rothschilds	PERSON	380
carte	NORP	381
americans	NORP	381
austrians	NORP	381
nato	ORG	383
eu	ORG	383
ukraine	GPE	384
russia	GPE	384
poland	GPE	384
turkish	NORP	381
islam	ORG	383
ukrainian	NORP	381
eu	ORG	383
antirussian	NORP	381
italian	NORP	381
paolo gentiloni	PERSON	380
yanukovych government ukr	ORG	383
yanukovych government ukr	ORG	383
lithuania rights russian	GPE	384
russia	GPE	384
thousands	CARDINAL	397
american	NORP	381
eu	ORG	383
serbia	GPE	384
russian	NORP	381
russian	LANGUAGE	389
russian	LANGUAGE	389
russian	LANGUAGE	389
russia	GPE	384
russia	GPE	384
march	DATE	391
turkey	GPE	384
russia	GPE	384
united state	GPE	384
panama	GPE	384
cia	ORG	383
nato	ORG	383
georgia nato n	ORG	383
united states	GPE	384
eu	ORG	383
panama	GPE	384
cia	ORG	383
panama	GPE	384
george soros	PERSON	380
arab	NORP	381
arab	NORP	381
americans	NORP	381
ukrainian	NORP	381
petro poroshenko	PERSON	380
baltic	NORP	381
baltic s	LOC	385
cia	ORG	383
doug laux	PERSON	380
cia	ORG	383
doug laux	PERSON	380
european	NORP	381
eu	ORG	383
russian	NORP	381
billion dollars	MONEY	394
russia	GPE	384
angela merkel	PERSON	380
adolph	PERSON	380
azerbaijan nagornokar	PERSON	380
europe	LOC	385
eurussia	LOC	385
eu	ORG	383
russians	NORP	381
nato	ORG	383
eastern europe	LOC	385
europe	LOC	385
cia	ORG	383
japan	GPE	384
april	DATE	391
german	NORP	381
panama	GPE	384
cia	ORG	383
europe	LOC	385
george soros	PERSON	380
united nations	ORG	383
ukraine	GPE	384
april	DATE	391
ukraine transcarpathian	PERSON	380
turkey	GPE	384
turkey	GPE	384
ukraine	GPE	384
american	NORP	381
ukraine	GPE	384
ukrainian	NORP	381
ukraine	GPE	384
russian	NORP	381
russia	GPE	384
west waging	GPE	384
russia	GPE	384
ukrainians	NORP	381
hong kong	GPE	384
houston harvard	ORG	383
brussels	GPE	384
west waging	GPE	384
russia	GPE	384
referendum holland	PERSON	380
europe	LOC	385
ukraine	GPE	384
europe	LOC	385
europeans	NORP	381
advocate europeans zo	PERSON	380
george soros	PERSON	380
panama	GPE	384
europe	LOC	385
rothschilds	PERSON	380
revision dublin asylum system revision	ORG	383
turkey	GPE	384
paedophilia	GPE	384
norway	GPE	384
paedophilia	GPE	384
panama	GPE	384
vladimir putin orga	PERSON	380
cia	ORG	383
czech	NORP	381
ukraine	GPE	384
ukraine	GPE	384
russia	GPE	384
ukrainian	NORP	381
baltic	NORP	381
swedish	NORP	381
chie	GPE	384
turkey	GPE	384
ukrainian crimean tatar	ORG	383
ato	ORG	383
nato	ORG	383
russia alliance nato	ORG	383
eu	ORG	383
erdogan	PERSON	380
eu	ORG	383
baltic	NORP	381
baltic	NORP	381
ukraine	GPE	384
czech republic fr	GPE	384
ukraine	GPE	384
ukrainian	GPE	384
american	NORP	381
german	NORP	381
european union	ORG	383
eu	ORG	383
eu	ORG	383
ukrainian army	ORG	383
brussels natos	ORG	383
sebastien bell	PERSON	380
eu	ORG	383
boris joh	PERSON	380
britain	GPE	384
ukraine	GPE	384
ukraine	GPE	384
france nicolas sarkozy	PERSON	380
serbians	NORP	381
nato	ORG	383
belgrade	GPE	384
european	NORP	381
musli	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
neonazis	NORP	381
ukrainian	NORP	381
french	NORP	381
hundreds	CARDINAL	397
turkish	NORP	381
swedish	NORP	381
brussels	GPE	384
european	NORP	381
syria nato	ORG	383
poroshenko yatsenyuk	ORG	383
nadiya savche	PERSON	380
angela merkel	PERSON	380
selfie	PERSON	380
tribunal u...	ORG	383
totalitarian	NORP	381
czech republic	GPE	384
villain nadiya s	PERSON	380
merkel selfie	PERSON	380
merkel selfie	PERSON	380
merkel selfie	PERSON	380
ukraine sbu	PERSON	380
western	NORP	381
ukrainian	NORP	381
uk muslims	NORP	381
uk muslims	NORP	381
russia	GPE	384
brussels	GPE	384
brussels	GPE	384
villain nadiya s	PERSON	380
brussels	GPE	384
cia	ORG	383
brussels	GPE	384
british french	NORP	381
israeli	NORP	381
europeans	NORP	381
russia	GPE	384
european	NORP	381
europe	LOC	385
angela merkel	PERSON	380
belarusian brothers	ORG	383
belarusian brothers	ORG	383
belarusian brothers	ORG	383
ukraine	GPE	384
ukraine lo	PERSON	380
ukraine	GPE	384
wada	GPE	384
russian	NORP	381
eu	ORG	383
ukraine eu	PERSON	380
european	NORP	381
european	NORP	381
russia	GPE	384
ukraine	GPE	384
osama bin laden	PERSON	380
kyiv city council	ORG	383
russian	NORP	381
russian	NORP	381
hundreds thousands	CARDINAL	397
russian	NORP	381
hundreds thousands	CARDINAL	397
russia	GPE	384
russian	NORP	381
german	NORP	381
march	DATE	391
syrian	NORP	381
finnish	NORP	381
finnish	NORP	381
estonia building concentration camp russi	FAC	9191306739292312949
russia	GPE	384
russian	NORP	381
russian	LANGUAGE	389
russia	GPE	384
uk	GPE	384
george soros europe	PERSON	380
uk	GPE	384
ukrainian	NORP	381
eu	ORG	383
ukraine eu	PERSON	380
european	NORP	381
europe	LOC	385
europe	LOC	385
usa	GPE	384
russia	GPE	384
prorussian	NORP	381
homeland uk	PERSON	380
syrian	NORP	381
syrian	NORP	381
eu	ORG	383
richard coudenhovekalergi	PERSON	380
european	NORP	381
nato	ORG	383
nato	ORG	383
ukrainian army	ORG	383
turkish	NORP	381
japan	GPE	384
april	DATE	391
german	NORP	381
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
russian	NORP	381
syria	GPE	384
ukraine geoffrey	PERSON	380
ukraine geoffrey	PERSON	380
yulia tymoshenko planning coup	ORG	383
ukrainian	NORP	381
kherson	GPE	384
pursuit world dominance	ORG	383
united states	GPE	384
turkey annex kherson region	ORG	383
ukraine	GPE	384
ukrainian	NORP	381
european	NORP	381
musli	GPE	384
germany	GPE	384
russia	GPE	384
europe	LOC	385
russia	GPE	384
odessa killin	PERSON	380
barack obama	PERSON	380
ukraine awa	ORG	383
year half	DATE	391
american	NORP	381
belarusian	NORP	381
islam	ORG	383
islam	ORG	383
lithuanian	NORP	381
russian	NORP	381
georgia	GPE	384
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
nato	ORG	383
jens stoltenberg	PERSON	380
nato	ORG	383
meddles internal affairs	ORG	383
west	LOC	385
west	LOC	385
eu	ORG	383
turkey	GPE	384
eu	ORG	383
turkey	GPE	384
eu	ORG	383
turkey	GPE	384
eu	ORG	383
turkey	GPE	384
ukraine artificial nation	ORG	383
ukraine	GPE	384
daesh anglosaxon project daesh anglosaxon	WORK_OF_ART	388
georgian	NORP	381
polish	NORP	381
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
russian	NORP	381
syria	GPE	384
russian	LANGUAGE	389
russian	NORP	381
syria	GPE	384
russian	NORP	381
germany	GPE	384
nato	ORG	383
american	NORP	381
nato	ORG	383
march april	DATE	391
nazi coup	ORG	383
april	DATE	391
nazi	NORP	381
baltic	NORP	381
european union	ORG	383
european union	ORG	383
turkish	NORP	381
ukrainian	NORP	381
swedes	NORP	381
ukraine	GPE	384
ukraine	GPE	384
eu	ORG	383
ukraine	GPE	384
defense ministry usa	ORG	383
russian	NORP	381
german	NORP	381
scho	PERSON	380
donald tusk	PERSON	380
russia west	GPE	384
bulgarian	NORP	381
invite vladimir	PERSON	380
syrian	NORP	381
russia	GPE	384
bombin	PERSON	380
ukraine	GPE	384
europe	LOC	385
ukraine	GPE	384
world richest bankers	EVENT	387
ready establis	PERSON	380
germany	GPE	384
germany	GPE	384
germany	GPE	384
germany	GPE	384
bulgarian	NORP	381
invite vladimir	PERSON	380
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
mongolia parliament	ORG	383
ukraine	GPE	384
mongolia parliament	ORG	383
ukraine	GPE	384
mongolia parliament	ORG	383
kherson	GPE	384
ukraine	GPE	384
american	NORP	381
poland	GPE	384
ukrainian	NORP	381
refu	PERSON	380
world war iii	EVENT	387
world war iii	EVENT	387
world war iii	EVENT	387
world war iii	EVENT	387
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
uk	GPE	384
mark zuckerberg	PERSON	380
mark zuckerberg	PERSON	380
angela merkel	PERSON	380
ukrainian	NORP	381
freaks membe	PERSON	380
cia	ORG	383
russia	GPE	384
cia	ORG	383
nato	ORG	383
russian	NORP	381
nato	ORG	383
russian	NORP	381
serbs	NORP	381
eu	ORG	383
nazi	NORP	381
walter hallstein eu	PERSON	380
nazi	NORP	381
eu	ORG	383
walter hallstein eu	PERSON	380
nazi	NORP	381
eu	ORG	383
walter hallstein eu	PERSON	380
nazi	NORP	381
eu	ORG	383
eu soo	PERSON	380
josif stalin	PERSON	380
josif stal	PERSON	380
eu totalitarian	PERSON	380
eu	ORG	383
eu totalitarian	PERSON	380
eu	ORG	383
russian	NORP	381
americans	NORP	381
americans	NORP	381
americans	NORP	381
nato	ORG	383
serbian	NORP	381
nato	ORG	383
czech tv council	ORG	383
ukraine	GPE	384
nato	ORG	383
european commission	ORG	383
nazi	NORP	381
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
americans	NORP	381
ukraine	GPE	384
african	NORP	381
germany	GPE	384
pentagon	ORG	383
pentagon	ORG	383
russian	NORP	381
america	GPE	384
poroshenko	PERSON	380
kyiv aggression donetsk l...	ORG	383
british american	NORP	381
russian	NORP	381
americans	NORP	381
russian	NORP	381
mod ac	PERSON	380
russian	LANGUAGE	389
mod ac	PERSON	380
russian	LANGUAGE	389
mod ac	PERSON	380
nazis	NORP	381
europeans	NORP	381
russia	GPE	384
russia	GPE	384
year	DATE	391
senate	ORG	383
senate	ORG	383
senate	ORG	383
senate	ORG	383
russia	GPE	384
washington	GPE	384
ukraine	GPE	384
russia	GPE	384
kyiv	ORG	383
dutch	NORP	381
kyiv	ORG	383
dutch	NORP	381
kyiv	ORG	383
dutch	NORP	381
russia	GPE	384
west waging n	LOC	385
ukrainian	NORP	381
wto	ORG	383
eu	ORG	383
george soros	PERSON	380
mexico	GPE	384
nato threatens security europe	ORG	383
greek	NORP	381
roman catholics	NORP	381
russia	GPE	384
vatican	GPE	384
vatican	GPE	384
alexander hug osce	PERSON	380
european	NORP	381
european	NORP	381
ukrainian	NORP	381
mikheil saakashvili	WORK_OF_ART	388
turkey pla	GPE	384
saakashvili	GPE	384
ukraine	GPE	384
vladimir putin	PERSON	380
vladimir putin	PERSON	380
west ukraine	ORG	383
turkey	GPE	384
ukraine	GPE	384
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
amnesty international nt care	ORG	383
amnesty international nt care	ORG	383
nato	ORG	383
europe	LOC	385
nato	ORG	383
europe	LOC	385
nato	ORG	383
europe	LOC	385
nato	ORG	383
europe	LOC	385
nato	ORG	383
europe	LOC	385
nato	ORG	383
europe	LOC	385
poland	GPE	384
vladimir putin	PERSON	380
sweden	GPE	384
sweden	GPE	384
sweden	GPE	384
european	NORP	381
israel	GPE	384
ukraine	GPE	384
israel	GPE	384
ukrainians	NORP	381
poroshenko	PERSON	380
baltic	NORP	381
greta thunberg ag	ORG	383
war weeks	DATE	391
nato	ORG	383
week	DATE	391
europeans	NORP	381
eu	ORG	383
christians	NORP	381
uk	GPE	384
eu	ORG	383
british	NORP	381
eu	ORG	383
russia	GPE	384
syria	GPE	384
russia	GPE	384
czech republic	GPE	384
ukrainians	NORP	381
antirussian	NORP	381
hungary	GPE	384
west prepares	LOC	385
russia	GPE	384
mikhail khodorkovsky	PERSON	380
week	DATE	391
week	DATE	391
week	DATE	391
turkish	NORP	381
erdogan	PERSON	380
europe	LOC	385
pola	NORP	381
trains ba	PERSON	380
white house	ORG	383
mechani	PERSON	380
ukrainian	NORP	381
malay	PERSON	380
israeli	NORP	381
israeli	NORP	381
ukraine	GPE	384
buk	PERSON	380
ukraine	GPE	384
mejlis crimean tatars prepare	ORG	383
odessa regional	PERSON	380
vatican	GPE	384
czech tv	ORG	383
czech tv	ORG	383
pope francis	PERSON	380
putin	PERSON	380
week	DATE	391
putin	PERSON	380
ukrainian	NORP	381
russia	GPE	384
russia	GPE	384
west cynical	GPE	384
weeks	DATE	391
week	DATE	391
nato	ORG	383
ukraine	GPE	384
ukraine	GPE	384
polan	GPE	384
russia	GPE	384
hundreds	CARDINAL	397
turks	NORP	381
equ	ORG	383
russia	GPE	384
edward snowden	PERSON	380
america	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
soviet	NORP	381
uk	GPE	384
ukraine	GPE	384
german	NORP	381
nazi	NORP	381
taras	PERSON	380
polish	NORP	381
ukrainian	NORP	381
kyiv nazis	WORK_OF_ART	388
germany	GPE	384
russian	NORP	381
murmansk	PERSON	380
american	NORP	381
british	NORP	381
saudi arabian	NORP	381
ukraine	GPE	384
nazis	ORG	383
ukraine	GPE	384
american	NORP	381
british	NORP	381
putin	PERSON	380
nikolai starikov	PERSON	380
prague coup	ORG	383
euromaidan coup	ORG	383
eu	ORG	383
ukraine	GPE	384
soviet	NORP	381
edward snowden	PERSON	380
america	GPE	384
edward snowden	PERSON	380
america	GPE	384
leonid reshetnikov	PERSON	380
russian	NORP	381
poland	GPE	384
